longitude,latitude,Number_of_Vehicles,Number_of_Casualties,Time,Speed_limit,Accident_Severity
88.8,77.9,26.4,65.7,9.60,108.1,3.0
108.4,89.1,4.2,91.7,12.97,54.3,3.0
64.1,149.0,25.5,75.6,15.60,140.9,4.0
88.9,114.3,7.2,71.1,11.41,194.1,1.0
83.4,87.2,36.3,77.4,20.95,99.8,2.0
33.4,36.9,3.9,10.5,18.55,62.9,1.0
78.1,176.9,34.2,75.6,0.98,90.5,3.0
13.1,55.2,14.0,78.2,13.67,23.4,4.0
18.8,146.8,10.4,5.8,17.91,84.0,3.0
62.7,74.3,41.7,84.5,18.34,147.7,4.0
48.7,89.3,11.3,45.2,23.41,74.6,1.0
44.7,114.4,10.8,69.1,14.95,86.3,4.0
37.4,89.6,37.7,9.4,10.06,21.2,1.0
87.8,108.2,40.0,50.3,8.86,41.3,4.0
87.1,111.8,42.1,3.1,19.58,167.2,1.0
58.3,155.9,3.1,96.8,14.11,51.2,3.0
45.3,47.1,8.1,19.7,23.41,131.4,4.0
127.6,159.6,17.0,99.9,2.15,178.1,2.0
69.3,163.5,49.1,27.1,8.27,138.6,2.0
7.6,143.8,26.0,45.7,2.91,174.2,2.0
95.4,127.2,4.0,59.4,21.23,172.9,2.0
51.1,132.5,9.8,13.0,0.69,162.5,2.0
63.2,162.9,27.6,13.0,12.47,130.0,1.0
113.7,142.5,8.8,93.0,3.76,105.7,1.0
98.7,129.7,29.9,83.7,20.34,109.4,3.0
57.1,10.8,4.8,44.9,20.34,74.6,4.0
99.5,171.2,22.7,36.6,4.77,22.1,4.0
62.5,172.8,47.5,51.5,17.65,193.3,1.0
26.9,55.7,48.3,61.7,13.14,189.8,3.0
115.7,65.9,2.0,26.6,14.65,102.0,4.0
27.3,68.7,39.9,70.2,3.81,46.8,2.0
89.4,102.0,9.4,7.5,4.58,116.3,1.0
101.1,45.9,47.4,3.9,1.01,183.1,2.0
99.9,15.9,6.4,63.2,19.90,92.4,1.0
111.5,35.7,21.9,78.8,19.82,118.9,2.0
123.5,73.3,36.8,96.1,14.38,6.7,4.0
93.8,16.1,7.1,98.5,19.40,168.2,1.0
4.0,153.4,37.5,52.4,3.47,167.2,3.0
56.8,10.9,39.7,86.5,15.96,48.2,3.0
37.8,61.7,36.0,30.9,23.93,102.0,1.0
51.1,17.0,47.9,95.8,23.44,144.7,3.0
58.8,162.0,18.0,95.1,7.68,141.9,2.0
71.5,40.6,39.8,88.1,14.55,170.0,2.0
64.9,165.1,22.9,71.2,16.66,14.3,4.0
111.4,72.8,18.7,48.7,17.99,19.9,2.0
102.0,73.7,47.5,90.3,1.74,47.8,2.0
30.0,134.9,25.8,53.1,18.56,157.8,3.0
4.7,68.5,16.8,45.0,4.51,68.3,2.0
73.0,126.0,26.0,88.3,19.26,15.8,2.0
85.1,70.2,24.9,10.7,10.58,24.2,3.0
4.8,72.9,5.2,70.8,14.03,187.5,1.0
103.8,102.4,4.3,70.2,5.85,122.1,3.0
99.2,14.9,10.3,79.9,13.28,112.9,1.0
59.5,189.3,20.6,8.7,18.75,76.8,3.0
66.4,79.2,48.6,11.5,12.69,18.3,3.0
97.6,99.0,24.3,24.3,8.26,48.5,4.0
63.0,165.1,35.7,33.7,17.70,81.2,1.0
42.1,174.7,31.4,19.1,2.13,80.7,3.0
49.0,154.6,15.2,87.9,13.04,133.2,2.0
30.2,65.9,19.2,46.8,22.85,87.5,2.0
32.3,179.7,31.8,8.5,13.78,89.2,4.0
81.4,19.4,6.8,99.0,23.53,166.8,1.0
118.5,53.6,38.6,41.4,15.73,124.3,4.0
88.8,62.7,40.6,61.4,16.15,160.6,4.0
92.8,33.2,21.1,50.5,1.26,175.1,4.0
21.6,92.5,20.6,34.9,15.45,105.7,3.0
1.5,82.9,26.7,37.2,20.54,147.0,2.0
14.6,77.8,6.7,77.9,0.02,23.2,4.0
126.5,147.8,8.6,60.4,17.26,186.2,3.0
126.1,118.4,27.6,19.3,11.08,17.6,3.0
83.6,153.3,21.8,39.1,5.58,74.5,1.0
94.6,138.7,37.1,58.2,3.99,86.7,2.0
65.1,132.0,24.0,36.0,20.02,137.3,3.0
82.0,185.3,49.4,31.7,12.02,30.2,1.0
78.8,30.0,46.6,54.0,10.24,178.7,3.0
44.2,185.1,22.0,95.4,1.68,186.6,2.0
118.2,115.9,11.6,25.4,5.42,137.2,1.0
104.4,183.5,30.1,86.0,9.78,181.4,2.0
79.7,183.7,22.2,62.4,20.37,42.2,3.0
75.4,29.5,3.5,8.8,14.84,6.1,3.0
122.6,25.0,41.9,77.9,5.01,65.2,3.0
91.0,108.6,49.4,91.4,15.44,134.4,3.0
73.9,119.8,20.4,51.9,10.72,50.4,4.0
83.1,155.7,5.9,97.7,21.36,13.8,3.0
10.4,151.5,3.8,34.4,17.05,188.7,2.0
105.6,144.0,29.2,60.5,15.48,181.7,2.0
65.6,47.8,4.0,33.1,21.81,138.7,1.0
10.7,140.2,27.1,76.5,19.10,43.0,1.0
40.5,56.1,38.5,7.6,22.02,117.3,3.0
25.8,81.8,9.2,51.9,12.21,76.4,1.0
3.5,144.0,26.6,7.7,3.70,140.1,2.0
116.6,106.4,9.8,73.7,18.37,95.4,1.0
24.0,38.1,27.9,28.9,20.41,66.8,4.0
5.7,159.0,18.2,83.6,4.20,33.5,1.0
30.8,19.6,37.8,36.4,20.65,33.8,1.0
72.3,123.7,49.1,23.8,2.73,102.4,4.0
64.6,57.1,24.3,94.1,15.56,155.0,1.0
28.8,48.9,19.5,85.4,21.77,100.3,1.0
83.5,147.0,6.1,16.4,3.34,144.6,2.0
2.1,138.4,46.7,76.5,19.07,25.9,3.0
97.9,81.0,46.5,78.1,20.52,89.2,2.0
8.3,107.9,29.3,3.8,13.81,195.5,1.0
39.3,12.8,20.5,32.7,21.09,62.0,4.0
55.2,102.8,31.3,29.9,0.44,26.9,1.0
50.3,153.2,4.8,0.8,2.76,84.3,4.0
39.1,131.3,21.2,90.4,12.06,91.9,3.0
43.5,111.5,44.3,34.3,9.39,89.6,3.0
64.3,115.9,26.9,60.5,23.74,127.2,4.0
103.2,118.6,4.8,68.5,6.33,74.1,3.0
110.9,18.5,49.3,88.5,19.87,186.8,1.0
41.6,106.4,31.4,91.0,16.04,154.7,3.0
112.7,147.5,31.6,63.0,21.12,77.7,2.0
109.5,70.9,5.2,51.1,22.09,150.9,2.0
83.4,102.5,7.5,97.1,6.40,146.8,1.0
120.1,135.4,32.8,72.2,22.44,21.2,1.0
3.6,20.2,34.5,10.0,14.34,81.4,2.0
114.7,38.2,5.7,77.6,10.43,130.6,1.0
80.0,136.8,9.8,7.6,16.14,60.8,4.0
75.8,173.2,46.2,2.7,7.06,195.0,3.0
1.7,180.6,38.3,48.2,3.89,172.6,2.0
73.8,19.6,40.2,21.0,4.37,15.0,3.0
68.9,76.2,3.3,6.5,18.51,108.5,1.0
75.7,80.6,21.6,9.8,7.36,35.9,4.0
26.0,137.0,13.6,63.3,16.49,92.1,3.0
35.0,85.3,5.5,27.3,8.16,102.3,4.0
74.9,25.4,39.6,45.6,3.95,74.9,1.0
52.5,102.4,32.6,53.9,8.26,69.3,3.0
77.6,10.5,18.4,70.4,22.04,25.0,1.0
56.4,180.0,13.2,30.2,3.63,16.2,4.0
77.9,102.4,36.5,39.4,6.28,55.1,2.0
67.7,105.1,23.4,88.3,4.20,187.7,2.0
20.8,80.1,29.2,26.1,14.00,91.3,3.0
74.7,60.8,23.6,24.0,22.37,92.3,2.0
92.0,171.2,3.7,16.6,0.77,136.5,4.0
43.5,30.3,12.3,81.3,14.55,23.5,2.0
113.6,77.2,28.3,13.7,0.07,115.1,4.0
22.9,50.8,44.4,45.6,17.87,27.6,3.0
109.2,93.1,23.9,31.4,12.89,52.5,2.0
16.5,53.0,46.6,81.1,3.96,169.0,4.0
76.5,91.8,34.8,41.8,15.16,162.9,3.0
102.9,43.7,32.8,67.7,16.43,12.0,3.0
124.6,76.0,10.5,49.9,13.49,72.9,1.0
126.6,151.7,42.4,51.4,7.11,126.6,1.0
7.4,181.0,17.7,15.8,5.68,5.5,4.0
7.3,39.2,17.2,80.4,10.87,75.3,3.0
17.9,51.4,46.3,31.6,19.65,62.4,1.0
121.4,79.6,2.0,31.4,1.48,126.8,2.0
74.4,102.9,23.5,68.7,4.91,64.7,3.0
44.5,170.5,3.1,40.9,20.56,155.3,4.0
26.1,150.0,41.7,60.3,18.43,125.1,2.0
122.1,54.1,31.7,15.0,2.11,151.6,2.0
10.2,20.6,23.4,84.0,16.32,113.6,3.0
112.8,130.1,50.0,40.8,3.31,177.4,1.0
47.1,29.5,5.9,48.5,0.56,183.5,4.0
68.1,54.6,39.7,17.0,21.15,94.0,1.0
108.7,80.2,49.3,13.0,6.74,51.9,1.0
10.6,127.4,27.7,78.1,20.28,9.5,3.0
9.1,64.8,26.3,47.5,3.75,116.7,1.0
12.5,52.7,44.7,7.6,16.88,184.4,4.0
7.3,12.8,17.2,61.6,2.97,37.2,1.0
6.9,117.8,25.5,69.4,19.06,82.5,2.0
66.0,43.2,7.7,11.1,22.81,38.9,4.0
115.4,43.3,33.4,84.5,22.81,45.5,3.0
4.7,135.6,40.6,73.0,14.31,43.9,1.0
88.9,139.6,13.9,1.2,22.35,121.1,4.0
61.3,28.6,43.2,54.2,0.08,138.4,3.0
48.9,155.2,22.7,63.7,8.79,152.1,4.0
102.8,71.7,1.9,51.8,14.04,79.6,2.0
15.9,156.3,48.2,40.8,11.78,37.4,4.0
45.5,162.5,21.9,78.7,16.20,7.2,1.0
32.5,161.3,14.5,15.5,9.78,50.2,2.0
37.3,73.9,23.9,34.9,14.45,71.1,1.0
89.3,18.6,25.7,77.5,14.00,170.6,3.0
16.0,120.2,2.8,0.8,9.10,180.2,1.0
36.6,172.2,35.7,79.9,22.55,166.5,4.0
85.7,134.8,11.0,13.6,5.52,19.6,4.0
82.0,23.1,42.7,2.2,14.09,88.3,3.0
113.8,27.4,16.6,69.4,14.65,179.7,1.0
73.0,14.8,34.4,80.2,14.57,57.8,3.0
11.4,13.9,23.5,46.7,0.91,81.8,4.0
126.4,66.7,11.6,79.5,1.87,135.8,4.0
72.6,186.5,5.6,48.2,12.56,194.5,1.0
78.0,16.7,38.4,20.7,10.29,79.6,1.0
75.0,105.4,6.4,86.3,14.84,183.3,1.0
64.9,54.6,37.9,6.7,21.43,192.6,2.0
118.4,148.4,45.1,43.6,17.52,98.3,3.0
52.6,148.0,46.3,29.2,19.83,132.5,3.0
36.1,109.7,26.4,89.5,19.22,140.0,2.0
85.5,170.5,21.7,30.7,7.26,111.8,3.0
66.1,37.9,28.8,21.5,21.62,82.3,4.0
118.2,147.0,6.4,43.9,3.03,161.9,2.0
109.0,20.6,5.7,41.5,1.05,147.6,1.0
113.8,158.2,44.5,72.7,16.82,140.4,4.0
38.6,133.6,13.1,84.7,5.03,199.7,2.0
2.0,150.7,39.6,40.1,17.19,177.7,1.0
34.0,100.5,32.1,46.5,12.85,170.5,4.0
92.7,184.0,34.6,14.7,7.26,141.8,3.0
123.9,31.5,34.7,31.2,4.68,115.8,4.0
26.0,140.9,3.1,81.8,23.36,13.1,2.0
67.1,158.1,19.7,43.1,9.93,114.7,1.0
10.7,28.6,18.3,42.0,9.23,171.7,4.0
119.0,149.1,34.2,68.9,11.63,76.5,4.0
16.5,99.0,1.6,11.3,9.85,148.9,3.0
57.9,96.4,44.9,87.5,10.38,78.8,4.0
123.5,154.7,47.7,5.5,7.08,136.9,4.0
27.8,122.7,2.7,29.0,22.45,63.8,1.0
63.5,114.2,11.3,63.5,7.64,194.4,2.0
125.1,123.3,31.7,30.1,9.35,80.2,1.0
78.0,43.3,38.8,18.8,9.25,6.4,2.0
71.1,76.1,6.4,80.8,12.52,5.1,2.0
40.8,13.3,2.9,15.1,3.64,72.7,4.0
25.3,17.0,17.2,76.4,21.73,68.6,4.0
122.2,150.1,40.7,2.4,1.88,55.3,1.0
116.1,186.3,6.9,23.8,16.67,108.2,3.0
114.0,69.7,22.0,76.0,2.63,90.0,4.0
84.7,45.8,20.9,93.0,11.24,52.4,2.0
96.1,109.0,29.9,11.1,21.11,163.4,4.0
100.1,165.2,29.1,83.4,21.68,163.4,3.0
87.7,47.6,14.8,27.7,3.63,154.2,3.0
113.9,187.0,15.1,99.1,1.41,160.1,3.0
22.6,113.4,41.9,27.8,14.09,20.6,3.0
114.6,66.8,40.3,97.3,14.51,118.8,1.0
4.7,105.3,12.4,25.9,12.42,136.3,3.0
41.6,154.7,17.0,31.7,17.99,199.4,2.0
86.7,32.8,8.9,86.5,2.61,192.2,2.0
52.2,17.4,1.8,37.9,12.22,77.3,4.0
14.4,76.0,24.4,12.0,20.77,90.9,3.0
113.8,52.6,43.9,27.7,20.13,177.0,2.0
104.9,161.7,48.1,39.2,12.87,104.4,2.0
73.0,103.9,37.0,55.6,3.19,103.3,4.0
102.5,176.3,23.8,27.8,8.13,87.7,1.0
25.8,146.5,42.7,99.1,19.34,149.4,4.0
47.2,50.5,3.5,34.0,16.02,198.1,1.0
115.3,143.3,19.0,45.8,0.93,117.9,1.0
57.5,95.1,17.7,20.2,16.80,94.8,3.0
31.3,113.3,45.3,22.4,0.55,170.1,3.0
118.6,102.7,15.2,41.9,10.09,23.2,4.0
58.1,188.0,6.7,60.4,23.48,96.3,4.0
2.7,17.8,41.4,21.6,8.82,37.1,3.0
44.2,164.1,27.9,78.5,20.50,43.9,2.0
37.1,26.1,10.4,62.7,7.95,142.9,3.0
106.2,71.2,45.9,16.5,18.92,51.1,3.0
21.7,97.4,15.8,20.0,3.59,7.8,4.0
25.8,26.7,28.7,96.7,16.06,20.2,4.0
58.2,37.8,35.0,41.2,11.74,22.5,2.0
9.1,108.6,7.3,18.5,14.49,68.7,4.0
67.2,50.5,23.2,24.5,4.82,36.7,3.0
51.3,71.8,44.5,65.3,16.96,153.8,1.0
34.5,34.7,2.3,23.2,16.02,176.1,1.0
108.4,158.8,35.8,92.4,7.87,105.7,4.0
53.3,174.9,34.2,66.8,5.66,51.1,2.0
38.1,149.4,47.1,66.3,19.01,185.7,1.0
114.4,71.2,13.5,13.4,20.00,68.8,1.0
83.0,30.7,12.9,15.9,8.35,135.8,1.0
32.9,119.5,23.0,21.7,23.15,123.9,1.0
52.3,19.5,27.5,19.0,13.29,81.7,3.0
92.9,23.4,25.8,70.4,20.66,118.1,2.0
35.6,171.7,5.1,90.2,11.27,59.5,1.0
112.7,22.9,16.1,58.8,9.26,165.8,2.0
79.0,182.3,11.4,41.8,8.69,38.4,3.0
91.0,183.4,3.9,100.9,17.10,5.3,3.0
101.4,86.7,21.2,68.1,15.05,123.1,2.0
13.4,61.5,20.8,77.2,21.72,156.5,1.0
21.4,112.8,28.6,22.2,1.85,172.9,4.0
99.4,145.8,7.9,93.9,0.22,8.4,1.0
35.2,43.6,47.8,94.8,6.78,197.0,2.0
54.7,46.8,37.6,20.5,9.59,118.6,1.0
59.0,15.9,14.9,21.1,23.79,117.5,4.0
109.0,50.5,30.7,39.8,19.65,115.3,4.0
100.1,27.1,32.0,25.0,4.75,178.2,4.0
73.7,151.3,30.0,42.1,17.39,14.4,3.0
87.0,57.5,22.9,85.9,9.08,98.2,2.0
91.9,75.3,25.4,12.2,20.72,43.7,2.0
85.8,44.9,16.1,65.8,21.87,165.0,3.0
12.8,179.9,10.8,80.5,20.30,112.6,4.0
116.4,70.0,38.6,30.3,21.72,159.4,2.0
96.5,139.9,21.0,77.0,22.23,34.6,1.0
34.6,156.5,43.9,96.3,8.03,75.7,1.0
45.6,101.6,16.8,35.6,17.28,159.5,4.0
88.4,87.4,50.0,78.8,11.55,106.6,1.0
45.5,121.7,1.2,3.3,7.51,23.3,2.0
92.4,136.0,37.9,68.2,4.30,199.4,4.0
72.2,73.4,1.6,37.6,15.21,197.2,2.0
29.8,128.4,36.0,79.9,9.10,28.3,3.0
40.7,184.8,43.3,61.8,13.62,11.0,3.0
58.0,72.9,37.8,10.6,11.46,128.9,3.0
83.7,130.6,15.6,92.9,2.00,21.2,4.0
20.8,28.3,17.4,31.6,0.21,83.0,4.0
31.3,40.8,17.1,84.2,3.61,106.8,1.0
25.2,83.1,29.4,15.6,11.42,169.4,1.0
68.2,106.8,44.8,88.5,23.73,29.3,2.0
125.6,44.0,37.2,74.5,15.97,133.3,3.0
8.7,161.7,30.0,0.3,2.52,195.4,4.0
88.4,46.7,12.5,54.0,23.23,77.1,4.0
2.3,79.9,40.5,50.5,4.59,35.6,1.0
81.3,22.2,23.2,36.7,0.73,168.8,3.0
61.0,19.4,20.8,44.3,18.31,150.3,4.0
50.3,120.2,4.3,82.1,15.42,125.6,3.0
57.1,54.6,35.2,57.4,16.35,129.8,4.0
10.7,72.2,49.5,10.8,17.93,144.0,4.0
69.4,15.3,48.7,41.3,3.19,185.7,3.0
103.3,95.7,42.7,74.3,0.98,145.2,1.0
61.4,163.3,13.2,62.0,13.36,8.1,1.0
17.1,172.4,12.8,95.2,3.86,158.0,2.0
84.6,122.0,17.8,60.7,22.74,65.0,4.0
107.0,159.7,24.0,85.1,0.27,180.8,3.0
50.9,57.8,2.6,81.6,9.18,140.7,2.0
29.2,101.4,10.2,16.5,0.02,54.1,2.0
93.5,89.4,7.4,17.2,21.80,184.4,4.0
119.3,176.4,14.1,62.2,6.30,68.6,1.0
13.6,71.3,27.3,58.7,3.91,47.0,2.0
13.1,75.3,30.4,16.6,0.47,198.7,3.0
58.1,48.9,12.3,96.5,19.69,118.0,2.0
92.1,157.9,5.9,59.3,5.70,171.3,1.0
90.4,183.4,29.6,59.3,22.97,66.9,4.0
68.4,102.3,39.8,14.0,6.75,115.9,4.0
36.3,149.5,7.7,2.1,22.39,96.6,1.0
91.0,58.8,8.5,13.4,3.79,99.5,2.0
30.6,15.0,42.6,27.5,4.65,169.2,1.0
80.2,92.3,40.0,59.6,14.49,87.9,1.0
92.6,90.0,9.4,52.6,22.21,79.3,1.0
56.1,56.9,7.3,41.7,10.34,39.2,3.0
77.8,57.4,41.5,6.0,19.12,122.3,2.0
71.1,25.8,8.4,21.6,7.19,154.0,4.0
75.3,158.8,31.2,100.1,12.57,99.3,1.0
69.8,39.7,39.7,63.5,3.17,47.0,4.0
76.2,170.6,33.5,47.5,6.48,13.6,2.0
48.6,58.5,27.6,71.2,13.70,199.2,2.0
101.8,184.0,33.5,30.6,13.85,123.3,3.0
33.3,25.7,26.0,54.5,8.83,19.7,1.0
5.9,110.0,1.5,15.7,2.12,61.1,4.0
65.8,59.6,48.1,1.7,19.89,129.0,4.0
97.8,21.4,10.7,46.6,15.71,31.5,1.0
42.0,123.9,41.4,9.8,19.02,182.9,4.0
51.2,50.6,1.3,11.1,20.03,149.4,3.0
64.5,83.5,15.8,58.3,16.20,103.2,3.0
71.1,187.3,27.8,70.1,20.14,183.8,2.0
29.0,43.0,31.2,16.4,6.21,162.8,2.0
93.3,101.1,5.0,32.2,13.88,121.4,1.0
91.1,180.0,24.9,22.8,9.42,68.7,4.0
33.7,160.2,18.7,29.0,20.15,58.7,3.0
49.6,50.8,34.8,55.1,22.50,199.9,3.0
25.2,35.6,21.6,2.6,1.18,160.0,2.0
62.7,48.6,10.5,16.5,0.54,46.7,2.0
20.2,23.5,7.7,20.2,19.85,166.1,2.0
122.2,102.3,17.5,6.9,4.59,55.9,4.0
10.0,143.5,2.7,9.2,14.98,48.2,4.0
112.7,135.2,47.3,56.6,13.74,145.2,2.0
23.8,20.1,28.7,50.0,11.36,132.1,1.0
45.6,54.7,12.7,20.7,9.70,196.0,1.0
86.2,109.9,37.1,92.1,2.73,151.9,3.0
69.4,20.1,32.1,98.3,9.73,75.7,2.0
95.5,58.8,47.0,79.6,16.32,71.1,4.0
125.4,153.1,47.6,83.9,3.45,193.6,1.0
4.1,31.1,34.8,16.0,8.38,150.3,1.0
127.2,163.9,39.8,85.4,0.85,12.5,2.0
103.2,38.8,16.1,37.0,13.70,150.0,4.0
56.2,149.8,25.1,85.0,18.79,103.5,3.0
105.1,166.7,36.1,48.3,6.10,42.9,4.0
70.5,73.2,18.9,2.9,10.29,103.1,4.0
99.2,94.7,36.1,76.9,1.05,68.8,2.0
28.7,41.4,8.8,11.0,5.22,121.2,1.0
121.4,117.8,10.0,76.5,22.88,25.3,4.0
42.1,15.1,45.0,40.8,19.43,123.2,4.0
9.9,110.0,44.8,45.5,20.48,168.1,1.0
95.6,97.8,40.0,34.7,17.33,166.3,1.0
30.7,134.4,46.8,43.3,1.16,167.6,3.0
95.0,41.7,46.0,22.3,1.44,111.9,3.0
76.0,72.6,21.3,4.7,17.06,137.6,2.0
60.6,61.3,30.7,90.9,8.21,162.5,1.0
98.7,105.8,44.9,80.7,15.99,73.5,2.0
108.6,151.6,10.8,98.1,23.30,61.2,1.0
27.2,183.1,25.7,21.1,14.64,81.0,1.0
33.2,177.5,24.6,42.6,19.89,198.2,1.0
27.8,113.9,22.8,47.4,17.83,139.9,3.0
59.6,60.6,45.4,78.5,9.49,19.8,2.0
4.2,74.9,37.1,90.9,12.04,16.0,1.0
21.3,39.9,33.8,76.7,0.10,27.0,2.0
33.3,122.7,18.0,9.9,21.99,122.4,4.0
14.9,64.1,19.9,34.8,7.83,182.5,1.0
29.2,70.6,31.7,32.2,19.57,49.2,2.0
35.0,105.5,49.1,68.1,17.58,18.8,4.0
13.7,36.7,33.9,91.9,10.63,145.0,3.0
2.6,66.9,39.9,32.3,18.74,27.1,2.0
107.6,99.3,10.2,26.1,5.82,107.3,1.0
37.0,155.3,10.8,58.5,4.78,175.4,2.0
22.7,187.3,25.5,63.4,3.24,66.0,2.0
122.1,148.6,49.4,93.0,3.29,169.5,3.0
14.3,47.6,32.1,34.6,3.18,128.8,4.0
68.7,12.1,43.6,23.6,17.56,197.7,1.0
42.9,163.2,41.2,95.1,20.55,135.9,2.0
22.6,63.6,21.0,58.2,23.09,78.7,4.0
47.6,134.6,31.9,73.5,9.19,7.0,4.0
63.7,72.2,43.9,23.5,18.25,141.7,4.0
96.0,112.5,7.0,65.0,16.16,142.1,1.0
79.1,105.0,41.8,29.5,3.41,156.8,3.0
68.2,102.6,13.3,51.0,15.50,170.2,4.0
18.3,114.9,9.6,97.5,12.10,116.9,1.0
32.8,18.9,4.2,88.5,13.51,20.0,1.0
24.9,79.2,9.1,73.1,6.51,17.5,2.0
50.1,87.3,7.0,92.9,20.61,127.5,2.0
67.2,170.6,46.1,13.7,3.44,140.3,3.0
23.9,17.3,16.0,33.6,1.00,117.2,4.0
53.5,141.6,20.7,75.4,8.10,121.6,2.0
107.3,156.2,37.0,4.7,11.16,36.6,4.0
6.0,189.2,40.9,42.4,22.11,161.9,3.0
94.8,166.8,46.2,48.2,8.85,34.7,2.0
103.1,147.4,47.7,10.2,15.72,48.4,3.0
52.1,145.3,18.4,99.7,3.78,6.7,2.0
32.4,99.5,15.1,83.6,19.08,170.0,4.0
12.6,63.5,49.0,62.2,8.14,46.6,3.0
47.7,65.4,18.0,64.6,9.30,153.1,1.0
2.4,153.2,24.6,12.5,18.89,103.1,3.0
80.6,183.5,4.0,7.3,19.69,52.8,3.0
43.9,69.7,36.0,10.6,7.19,124.7,4.0
4.0,136.3,15.8,96.7,8.63,155.2,2.0
92.9,79.5,19.4,52.5,22.53,187.3,1.0
31.3,114.5,20.1,99.5,4.74,82.1,3.0
46.3,188.7,2.3,14.5,14.19,159.9,3.0
10.8,124.3,18.9,99.6,7.69,22.8,3.0
15.9,17.4,44.9,42.9,23.44,62.8,4.0
5.9,20.0,3.1,89.2,19.32,145.7,4.0
116.2,179.9,29.4,64.6,0.14,16.6,4.0
105.6,32.7,43.9,2.9,5.49,65.4,3.0
112.2,107.8,2.6,61.3,9.16,174.1,2.0
113.6,136.7,8.6,38.3,18.77,25.6,3.0
49.1,177.4,21.5,94.3,3.76,125.2,2.0
6.5,88.0,34.6,79.8,8.96,196.8,3.0
74.0,171.7,15.4,0.9,5.88,107.6,3.0
33.7,19.2,4.3,10.1,19.52,113.8,2.0
22.2,175.4,34.9,90.4,13.20,56.8,1.0
46.5,134.3,27.9,68.7,14.55,31.2,2.0
93.6,98.5,40.2,80.4,23.75,58.7,1.0
127.9,118.3,43.6,74.6,11.14,173.0,3.0
59.4,31.9,21.7,43.9,20.59,22.8,4.0
96.6,100.1,18.6,77.7,10.80,53.7,2.0
24.5,124.6,42.6,37.7,11.78,145.7,3.0
4.0,35.4,3.9,41.6,8.24,87.3,2.0
94.0,125.8,25.7,77.0,23.17,84.4,3.0
114.4,184.9,15.3,24.2,14.04,80.7,4.0
38.5,178.8,43.1,37.7,19.49,48.2,2.0
43.3,56.0,10.3,80.9,2.35,74.9,1.0
25.6,75.9,11.3,72.1,16.84,46.7,3.0
60.4,186.4,13.7,33.7,20.42,181.7,3.0
123.4,166.2,32.8,89.3,11.76,139.7,2.0
54.0,103.9,29.6,58.3,10.75,173.5,3.0
33.0,45.6,15.0,98.9,9.68,116.7,2.0
18.7,168.1,29.4,57.8,23.32,40.1,1.0
57.7,163.4,43.6,59.5,5.45,194.7,3.0
52.3,135.2,31.6,58.7,0.10,153.7,3.0
15.2,134.7,36.0,33.8,14.31,61.5,4.0
98.4,28.2,19.7,43.0,19.32,155.8,2.0
69.7,72.1,28.3,81.3,2.12,61.5,1.0
42.1,148.6,40.0,27.1,15.16,32.8,1.0
42.4,147.8,11.9,95.7,17.53,148.5,3.0
124.6,78.9,27.4,100.9,18.51,89.6,1.0
55.7,154.1,9.7,45.6,14.00,64.3,3.0
25.5,180.0,46.5,50.6,13.45,43.0,2.0
82.3,110.8,6.3,69.2,9.91,52.0,1.0
86.1,138.2,38.7,83.7,11.01,69.5,4.0
116.7,42.9,3.7,50.6,11.84,166.7,3.0
14.2,165.0,30.6,36.1,5.66,31.9,2.0
18.5,100.9,24.6,38.1,7.95,58.5,1.0
4.9,64.2,10.1,75.8,5.58,83.3,2.0
101.5,38.8,21.7,28.2,22.12,63.7,4.0
108.6,34.6,9.1,96.9,2.81,27.0,1.0
4.7,153.3,21.9,64.0,14.28,194.4,2.0
127.9,128.1,31.1,17.6,19.93,31.2,4.0
73.3,155.6,40.0,52.9,9.23,42.7,1.0
41.5,53.1,21.3,22.5,18.77,44.1,1.0
37.8,188.2,14.2,70.1,6.57,62.0,2.0
40.7,103.4,35.3,13.1,5.49,172.2,2.0
90.0,15.8,16.3,92.5,12.32,196.0,3.0
18.2,34.4,32.8,64.2,20.57,87.6,1.0
57.1,83.3,9.8,59.4,16.25,82.9,4.0
79.2,90.3,34.7,88.7,21.12,40.9,1.0
82.4,165.7,36.0,66.7,19.15,149.2,2.0
118.8,123.7,40.9,89.6,17.10,27.4,4.0
82.5,184.2,3.1,76.0,12.26,163.0,4.0
9.8,88.3,24.8,82.7,1.32,81.3,2.0
18.7,156.7,37.4,18.8,17.25,146.7,2.0
64.6,58.3,41.5,99.0,16.62,100.8,1.0
5.0,37.6,7.0,93.1,16.58,20.4,3.0
18.4,83.4,33.3,75.2,21.70,88.3,2.0
53.3,39.8,24.8,57.9,11.69,9.2,3.0
78.0,173.7,40.9,24.2,7.08,11.3,2.0
118.0,19.3,7.7,27.3,3.43,50.8,3.0
108.6,181.4,45.7,44.6,3.43,39.5,1.0
4.0,50.8,46.9,27.2,14.44,45.9,2.0
119.6,177.0,12.3,50.8,5.72,125.4,3.0
12.9,177.0,41.4,90.4,8.86,46.4,4.0
20.1,89.5,41.7,49.2,9.99,95.5,1.0
18.5,125.3,32.4,48.2,19.54,126.0,4.0
9.5,98.4,1.4,42.6,3.18,75.5,4.0
62.3,183.5,7.1,18.7,19.38,134.3,1.0
46.9,104.8,14.8,66.8,20.82,14.1,1.0
14.9,75.9,6.1,3.5,3.91,18.6,1.0
64.4,142.1,19.2,69.5,6.85,77.3,3.0
