longitude,latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,Speed_limit,Light_Conditions,Date,time of police
78.62803819,14.70517353,1,3,2,1,2,9:20,30,1,12/12/2018,
78.56384252,14.73347177,1,3,1,1,2,16:10,30,4,12/12/2018,
78.60837699,14.77302445,1,3,1,1,4,20:32,30,4,14-12-2018,
78.51709776,14.77113859,1,3,2,1,2,10:55,30,1,19-12-2018,
78.60651411,14.79323935,1,3,2,1,2,18:10,30,4,19-12-2018,
78.56112803,14.73841388,1,3,1,1,5,19:45,30,4,15-12-2018,
78.46770362,14.72766862,1,3,1,1,6,18:52,30,4,16-12-2018,
78.53944786,14.65736517,1,2,1,1,6,9:00,30,1,16-12-2018,
78.53995279,14.74260612,1,3,1,1,3,14:40,30,1,20-12-2018,
78.5778781,14.75318308,1,2,2,1,3,18:18,30,1,20-12-2018,
78.59511746,14.78441214,1,2,1,1,7,3:15,30,4,17-12-2018,
78.59454189,14.67179309,1,3,1,1,4,15:45,30,1,7/12/2018,
78.47359835,14.67214543,1,3,2,1,2,5:45,30,4,19-12-2018,
78.50513974,14.71870717,1,3,2,1,4,17:11,30,4,21-12-2018,
78.56974242,14.80429194,1,3,2,1,4,19:20,30,4,21-12-2018,
78.46396558,14.69906771,1,3,2,1,5,19:00,30,4,24-02-2018,
78.62946303,14.78362032,1,3,2,2,4,22:38,30,4,21-12-2018,
78.51500438,14.75963679,1,3,1,1,4,15:10,30,1,21-12-2018,
78.56739606,14.75959269,1,3,2,1,4,13:49,30,1,21-12-2018,
78.47094717,14.78732893,1,3,1,1,5,15:40,30,1,22-12-2018,
78.63572749,14.73836375,1,3,2,1,6,7:20,30,4,16-12-2018,
78.5240024,14.74346626,1,3,2,1,2,10:20,30,1,17-10-2018,
78.5502012,14.71082486,1,3,1,2,3,21:40,30,4,20-12-2018,
78.5958364,14.68189281,1,3,1,1,5,21:15,30,4,22-12-2018,
78.53882919,14.7195959,1,3,2,2,6,5:10,30,4,23-12-2018,
78.63376692,14.79502707,1,3,1,1,3,18:00,30,4,27-12-2018,
78.59897821,14.76845885,1,3,2,1,6,19:16,30,4,23-12-2018,
78.53986175,14.70645714,1,3,1,1,6,14:53,30,1,23-12-2018,
78.5724829,14.69918974,1,3,2,1,4,9:00,30,1,14-12-2018,
78.57557721,14.77449382,1,3,1,1,5,17:20,30,4,29-12-2018,
78.58117487,14.69819212,1,3,2,2,6,5:55,30,4,30-12-2018,
78.63331198,14.74088884,1,3,2,1,6,17:50,30,4,30-12-2018,
78.50227741,14.72391684,1,3,2,1,6,20:27,30,4,30-12-2018,
78.49817533,14.75567523,1,3,2,2,7,17:06,30,4,31-12-2018,
78.50175109,14.71170654,1,3,2,1,4,12:55,30,1,28-12-2018,
78.60124016,14.70125652,1,2,1,1,4,11:50,30,1,28-12-2018,
78.55079165,14.70228518,1,3,2,1,4,18:00,30,4,28-12-2018,
78.46980718,14.76166667,1,3,1,1,4,1:08,30,4,28-12-2018,
78.53640429,14.70518929,1,3,1,1,5,16:35,30,4,29-12-2018,
78.48304588,14.76732203,1,3,2,1,1,3:00,30,4,18-12-2018,
78.59276373,14.74007443,1,3,2,1,5,8:25,30,1,15-12-2018,
78.47284722,14.73795013,1,3,1,1,4,18:30,30,4,21-12-2018,
78.62014278,14.72799903,1,2,1,1,4,18:30,30,4,16-11-2018,
78.57162439,14.73589843,1,3,2,1,3,15:30,30,1,27-12-2018,
78.64212658,14.74660409,1,3,1,1,5,22:00,30,4,24-11-2018,
78.5905374,14.74438378,1,3,2,1,4,17:45,30,4,21-12-2018,
78.51291593,14.7728756,1,2,3,1,6,16:15,30,4,23-12-2018,
78.56510153,14.79147284,1,3,1,1,7,2:25,30,4,17-12-2018,
78.62163383,14.7663174,1,3,2,1,3,19:55,30,4,1/11/2018,
78.54076142,14.71071736,1,3,3,1,7,9:00,30,1,6/8/2018,
78.5218901,14.72280191,1,3,2,1,4,17:30,30,4,14-12-2018,
78.55427524,14.71783437,1,3,2,1,3,21:00,30,4,13-12-2018,
78.46328646,14.69650495,1,2,1,1,2,8:15,30,1,8/8/2018,
78.55338039,14.78506844,1,3,2,1,6,22:45,30,4,16-12-2018,
78.49493435,14.6784256,1,3,2,1,7,17:00,30,1,1/10/2018,
78.63918465,14.78515557,1,3,3,1,6,10:30,30,1,18-11-2018,
78.62044514,14.74569221,1,3,2,1,5,18:30,50,4,10/11/2018,
78.50939491,14.74960825,1,3,2,1,2,17:15,40,4,14-11-2018,
78.58957872,14.70601781,1,3,1,1,2,8:35,30,1,19-12-2018,
78.46567123,14.71597404,1,3,2,1,2,5:30,30,4,14-11-2018,
78.57848906,14.74531781,1,3,2,1,4,12:20,30,1,7/12/2018,
78.52318469,14.72997454,1,3,2,1,7,23:55,30,4,26-11-2018,
78.55202742,14.74338124,1,3,2,1,6,21:25,30,4,4/11/2018,
78.57558305,14.73584945,1,3,1,1,3,18:10,30,1,9/8/2018,
78.49193463,14.70081529,1,3,1,1,1,14:06,30,1,21-08-2018,
78.59071172,14.70251461,1,3,1,1,7,0:15,30,4,8/10/2018,
78.61608794,14.66237246,1,3,1,1,7,18:15,30,1,19-11-2018,
78.56708178,14.70975901,1,3,2,1,6,9:50,30,1,9/12/2018,
78.57199367,14.68612673,1,3,1,2,3,4:12,30,4,15-02-2018,
78.56665321,14.75873561,1,3,2,1,5,8:36,30,1,3/2/2018,
78.53921439,14.66607783,1,3,1,1,3,8:29,30,1,15-02-2018,
78.50672017,14.72098928,1,3,1,1,7,20:35,30,4,19-02-2018,
78.4631551,14.74307744,1,3,1,1,2,14:18,30,1,7/2/2018,
78.58771557,14.65667647,1,3,2,1,4,13:10,30,1,9/2/2018,
78.52233096,14.68824511,1,3,2,1,1,18:30,30,4,20-02-2018,
78.51043675,14.7552056,1,3,1,1,5,18:55,30,4,17-02-2018,
78.52995068,14.79748556,1,3,2,1,7,18:00,30,4,19-02-2018,
78.52777721,14.67587015,1,2,1,1,2,19:40,30,6,7/2/2018,
78.62300346,14.75758466,1,2,1,1,3,18:15,30,1,8/2/2018,
78.57179896,14.6789352,1,3,2,1,5,9:00,30,1,10/2/2018,
78.50014244,14.79923902,1,3,2,1,5,17:00,30,4,10/2/2018,
78.4892594,14.67903003,1,3,2,1,3,22:40,30,4,8/2/2018,
78.64114238,14.68297629,1,3,1,1,7,18:32,30,4,12/2/2018,
78.60863488,14.7232178,1,3,1,1,4,20:45,30,4,9/2/2018,
78.57605977,14.76545633,1,3,1,1,5,23:52,30,4,17-02-2018,
78.52116755,14.77560851,1,3,2,1,2,9:30,40,1,21-02-2018,
78.54490642,14.6820665,1,3,2,1,4,21:45,30,4,23-02-2018,
78.47063738,14.68144063,1,3,1,1,3,11:11,30,1,22-02-2018,
78.6229485,14.77710958,1,3,2,1,6,21:50,30,4,25-02-2018,
78.64207973,14.69656757,1,3,1,1,1,10:04,30,1,13-02-2018,
78.49983253,14.67474352,1,3,2,1,7,6:47,30,1,19-02-2018,
78.51318185,14.76372724,1,3,2,1,7,12:00,30,1,26-02-2018,
78.55453116,14.67779973,1,3,2,1,6,10:35,30,1,25-02-2018,
78.55296239,14.67221278,1,3,2,1,2,19:41,30,4,28-02-2018,
78.49024435,14.66083568,1,2,1,1,4,9:30,30,1,2/3/2018,
78.54439287,14.71376735,1,2,1,1,6,20:40,30,4,11/3/2018,
78.51657807,14.75330672,1,3,2,1,4,11:50,30,1,9/3/2018,
78.60602108,14.69571822,1,3,2,1,7,16:10,30,4,1/1/2018,
78.60716807,14.76629844,1,3,1,1,1,10:30,30,1,2/1/2018,
78.47054935,14.79737702,1,3,2,1,2,6:24,30,4,3/1/2018,
78.58443786,14.7640594,1,3,1,1,7,5:40,30,4,1/1/2018,
78.49596792,14.66721738,1,3,2,1,7,22:00,30,4,1/1/2018,
78.63882579,14.66396204,1,3,2,1,1,20:37,30,4,2/1/2018,
78.51878957,14.68386563,1,3,1,1,5,18:34,30,4,6/1/2018,
78.54468799,14.80305762,1,3,1,1,5,19:15,30,4,6/1/2018,
78.5329196,14.80255395,1,3,2,1,3,18:48,30,4,4/1/2018,
78.49130039,14.74212715,1,3,2,1,4,10:55,30,1,5/1/2018,
78.5132199,14.71062498,1,3,2,1,3,15:45,30,1,4/1/2018,
78.54373578,14.66139745,1,3,2,1,6,8:50,30,1,7/1/2018,
78.52210343,14.72828925,1,3,1,1,7,1:51,30,4,8/1/2018,
78.5435845,14.77797621,1,3,1,1,6,9:55,30,1,7/1/2018,
78.49283136,14.78649342,1,3,2,1,7,22:33,30,4,8/1/2018,
78.53713137,14.6823937,1,3,2,1,6,8:37,30,1,7/1/2018,
78.59283837,14.66412663,1,3,2,1,6,17:10,30,4,7/1/2018,
78.56467227,14.74181519,1,3,3,1,7,2:50,30,4,1/1/2018,
78.6042436,14.65989623,1,3,1,2,7,3:39,30,4,1/1/2018,
78.60917411,14.70549597,1,3,2,1,7,18:00,30,4,8/1/2018,
78.60374298,14.768168,1,3,1,1,2,9:56,30,1,10/1/2018,
78.49979756,14.75039328,1,3,1,1,2,10:30,30,1,10/1/2018,
78.5591281,14.69698901,1,3,1,1,1,3:55,30,4,9/1/2018,
78.64225474,14.76427083,1,3,2,1,1,10:45,30,1,9/1/2018,
78.46517967,14.73086632,1,3,2,2,2,14:30,30,1,10/1/2018,
78.54003531,14.70952421,1,3,1,1,2,21:50,30,4,10/1/2018,
78.58404188,14.71218093,1,3,1,1,7,18:17,30,4,8/1/2018,
78.49442578,14.78383505,1,3,2,1,3,8:53,30,1,11/1/2018,
78.49397715,14.78002254,1,3,2,1,7,23:00,30,4,8/1/2018,
78.48830867,14.67693691,1,3,2,1,4,20:54,30,4,12/1/2018,
78.488994,14.6633781,1,3,2,1,3,7:17,30,1,11/1/2018,
78.57212015,14.6671189,1,3,1,2,3,21:21,30,4,11/1/2018,
78.53778339,14.66063779,1,3,2,1,3,17:29,30,4,11/1/2018,
78.54094693,14.6994412,1,3,2,1,4,20:58,30,4,12/1/2018,
78.62596374,14.77717786,1,2,2,1,4,12:04,30,1,12/1/2018,
78.63269453,14.7718641,1,3,2,1,4,13:13,30,1,12/1/2018,
78.54526269,14.80289177,1,3,2,1,6,12:00,30,1,14-01-2018,
78.64176822,14.75290831,1,3,1,1,4,16:10,30,1,19-01-2018,
78.52760187,14.78164497,1,3,1,1,5,14:01,30,1,20-01-2018,
78.5621967,14.77456008,1,3,1,1,5,9:07,30,1,13-01-2018,
78.59382007,14.75131201,1,3,1,1,5,14:10,30,1,13-01-2018,
78.47979649,14.70381418,1,3,2,1,5,17:15,30,4,13-01-2018,
78.50368571,14.65993866,1,3,2,1,5,8:00,30,1,13-01-2018,
78.51854521,14.78498894,1,3,2,1,5,19:27,30,4,20-01-2018,
78.61263,14.69170192,1,3,2,1,7,11:55,30,1,15-01-2018,
78.5962992,14.7038452,1,3,2,1,4,18:50,30,4,12/1/2018,
78.61531445,14.75240345,1,3,4,3,5,14:42,30,1,13-01-2018,
78.54230589,14.67881606,1,2,2,1,6,9:50,30,1,14-01-2018,
78.47668325,14.67628807,1,3,2,1,7,19:10,30,4,15-01-2018,
78.51098579,14.68859931,1,3,1,1,6,16:16,30,1,14-01-2018,
93.60853437,27.10316727,1,3,1,1,2,16:15,20,1,17-01-2018,
93.62885819,27.08960486,1,3,1,1,6,20:45,30,4,14-01-2018,
93.62111771,27.10032407,1,3,1,1,3,21:05,30,4,18-01-2018,
93.61040561,27.10540427,1,3,1,1,4,16:19,30,1,19-01-2018,
93.61763595,27.10285298,1,3,2,1,6,12:50,30,1,14-01-2018,
93.61207767,27.08906411,1,3,2,1,6,8:05,30,1,14-01-2018,
93.6312606,27.1027401,1,2,2,1,4,12:15,30,1,5/1/2018,
93.62134993,27.09501499,1,3,2,2,6,15:30,30,1,14-01-2018,
93.62207908,27.0899994,1,3,2,1,2,18:30,30,4,17-01-2018,
93.61982947,27.10224951,1,3,2,1,3,15:30,30,1,18-01-2018,
93.61622032,27.08950967,1,2,2,1,5,8:03,30,1,20-01-2018,
93.62015963,27.10080364,1,3,1,1,2,18:05,30,4,17-01-2018,
93.61662807,27.10531562,1,3,2,1,2,18:40,30,4,17-01-2018,
93.62535402,27.09356856,1,3,1,2,2,1:40,30,4,17-01-2018,
93.60941184,27.08906236,1,3,2,1,2,16:10,30,4,17-01-2018,
93.63262788,27.10002016,1,3,2,1,2,10:40,30,1,17-01-2018,
93.61847223,27.10213603,1,3,2,1,3,14:28,30,1,18-01-2018,
93.62688363,27.09851652,1,3,2,1,2,16:00,30,1,17-01-2018,
93.62178586,27.10089117,1,3,1,3,7,5:35,30,4,15-01-2018,
93.63339441,27.09792127,1,3,4,1,1,15:30,30,4,16-01-2018,
93.63207324,27.09421875,1,3,1,1,4,8:23,30,1,19-01-2018,
93.62327634,27.08942168,1,3,2,2,3,17:35,30,1,18-01-2018,
93.62437541,27.10520234,1,3,1,1,6,13:58,30,1,21-01-2018,
93.61826109,27.08882348,1,3,2,1,6,19:54,30,4,21-01-2018,
93.62987557,27.09053123,1,3,2,1,6,9:55,30,1,21-01-2018,
93.61556851,27.10594683,1,3,1,1,6,16:15,30,1,21-01-2018,
93.61078396,27.09441234,1,2,1,1,4,10:55,30,1,12/1/2018,
93.63224902,27.09003063,1,3,2,1,6,9:10,30,1,21-01-2018,
93.62040409,27.10209362,1,3,2,1,6,10:30,30,1,21-01-2018,
93.62983829,27.10527078,1,3,2,1,5,8:55,30,1,20-01-2018,
93.62285147,27.09878683,1,3,2,1,5,10:15,30,1,20-01-2018,
93.62996143,27.10151072,1,3,2,1,5,0:50,30,4,20-01-2018,
93.61507446,27.09104138,1,3,2,1,6,10:40,30,1,21-01-2018,
93.63403882,27.09154602,1,3,2,1,1,2:15,30,4,23-01-2018,
93.63016242,27.09382707,1,3,2,1,2,21:15,30,4,24-01-2018,
93.622661,27.10333894,1,3,1,1,3,20:20,30,4,25-01-2018,
93.62164412,27.09752794,1,3,1,1,3,18:00,30,4,25-01-2018,
93.61090423,27.09549337,1,3,1,1,2,17:15,30,4,24-01-2018,
93.63348298,27.0963942,1,3,1,1,7,13:40,30,1,22-01-2018,
93.6098582,27.09690089,1,3,1,1,7,12:20,30,1,8/1/2018,
93.61230997,27.10188552,1,3,2,1,2,10:10,30,1,24-01-2018,
93.63045264,27.08981099,1,3,2,1,7,16:28,30,4,22-01-2018,
93.61959278,27.08886431,1,3,2,2,3,18:21,30,4,25-01-2018,
93.63144714,27.08802039,1,3,2,2,7,11:55,30,1,22-01-2018,
93.62403153,27.09456843,1,3,2,1,1,11:27,30,1,23-01-2018,
93.6224463,27.10190752,1,3,3,1,7,3:30,30,4,22-01-2018,
93.62993654,27.09738804,1,3,2,1,3,21:53,30,4,25-01-2018,
93.62275021,27.09166759,1,3,1,1,2,18:10,30,4,24-01-2018,
93.63416882,27.10235756,1,3,2,1,2,17:40,30,5,24-01-2018,
93.62415542,27.09118827,1,3,1,1,5,22:50,30,4,27-01-2018,
93.62524232,27.10231176,1,3,1,1,4,19:50,30,4,26-01-2018,
93.61748859,27.08924347,1,3,1,1,4,12:24,30,1,26-01-2018,
93.63283369,27.09883006,1,3,1,1,4,15:15,30,1,26-01-2018,
93.62135664,27.09900003,1,3,1,1,5,12:02,30,1,27-01-2018,
93.61629365,27.10356184,1,3,2,1,3,8:30,30,1,25-01-2018,
93.62875914,27.09113615,1,3,2,1,3,7:45,30,4,25-01-2018,
93.61936185,27.10034918,1,3,2,1,3,8:45,30,1,25-01-2018,
93.62714442,27.0888477,1,3,2,2,4,9:09,30,1,26-01-2018,
93.61961511,27.09659019,1,3,2,1,3,11:20,30,1,25-01-2018,
93.61579943,27.09630889,1,3,3,1,2,22:30,30,4,24-01-2018,
93.61623642,27.09442348,1,3,2,1,7,6:30,30,4,29-01-2018,
93.6086323,27.10348382,1,3,2,1,7,11:45,30,1,29-01-2018,
93.62826458,27.10250215,1,3,2,1,6,11:01,30,1,28-01-2018,
93.61271168,27.10026805,1,3,2,1,3,10:15,30,1,25-01-2018,
93.61521757,27.09476142,1,3,2,1,4,23:05,30,4,26-01-2018,
93.62366879,27.0970161,1,3,1,1,7,2:44,30,4,29-01-2018,
93.6192596,27.09923134,1,3,1,1,1,5:16,30,4,30-01-2018,
93.61617125,27.09815116,1,3,2,1,2,7:08,30,4,31-01-2018,
93.61408503,27.09260763,1,3,1,1,5,8:25,30,1,27-01-2018,
93.63045748,27.08991625,1,3,2,1,6,1:37,30,4,21-01-2018,
93.62702086,27.10535428,1,3,2,1,7,20:35,30,4,29-01-2018,
93.63070602,27.09336908,1,3,2,1,5,20:05,30,4,27-01-2018,
93.63263488,27.09912259,1,3,2,1,5,2:37,30,4,27-01-2018,
93.61274538,27.10175045,1,3,2,1,2,10:30,30,1,31-01-2018,
93.61434735,27.10232078,1,3,2,1,6,17:01,30,1,28-01-2018,
93.62762339,27.08964765,1,3,2,1,7,22:14,30,4,29-01-2018,
93.61406094,27.10353465,1,3,2,1,5,9:05,30,1,27-01-2018,
93.63358832,27.09381825,1,3,2,1,4,11:45,30,1,5/1/2018,
93.61936843,27.09546031,1,3,2,1,2,21:35,30,4,31-01-2018,
93.61143911,27.10064572,1,3,2,1,1,2:10,30,4,30-01-2018,
93.61868065,27.09995511,1,3,2,1,2,15:00,30,1,31-01-2018,
93.61430898,27.09240777,1,2,2,1,3,12:50,30,1,18-01-2018,
93.62259534,27.1022874,48,3,2,1,5,18:45,30,4,27-01-2018,
93.62972201,27.08795767,1,3,1,1,6,0:45,30,4,14-01-2018,
93.63369596,27.10232089,1,2,1,1,1,0:22,30,4,23-01-2018,
93.63012634,27.09672227,1,3,2,1,4,21:37,30,4,19-01-2018,
93.62194586,27.09701337,1,3,2,1,6,2:35,30,4,25-02-2018,
93.60932163,27.10190311,1,3,1,1,3,21:42,30,4,18-01-2018,
93.61616284,27.10090631,1,3,2,1,6,17:36,30,4,4/2/2018,
93.61505097,27.09124972,1,3,2,1,3,15:35,30,1,1/2/2018,
93.61762231,27.1058614,1,3,2,1,3,9:15,30,1,1/2/2018,
93.62773975,27.08883546,1,3,3,1,7,15:30,30,1,5/2/2018,
93.60983111,27.09785879,1,3,1,1,3,16:40,30,1,1/2/2018,
93.6272179,27.09737985,1,3,2,1,2,19:45,30,4,7/2/2018,
93.62924128,27.08901335,1,3,2,1,2,8:39,30,1,7/2/2018,
93.62322365,27.09012695,1,3,2,1,5,18:00,30,4,10/2/2018,
93.63402549,27.09069382,1,3,2,3,1,14:26,30,1,13-02-2018,
93.61134974,27.10319501,1,3,1,1,6,10:05,30,1,11/2/2018,
93.61982947,27.10513761,1,3,3,1,3,14:50,30,1,1/2/2018,
93.61483944,27.0917894,1,3,1,1,5,13:10,30,1,10/2/2018,
93.62809159,27.10304543,1,3,2,1,2,11:10,30,1,7/2/2018,
93.61814287,27.10451824,1,3,2,1,6,10:15,30,1,4/2/2018,
93.63329787,27.10070641,1,3,1,1,3,16:15,30,4,1/2/2018,
93.60852367,27.08976029,1,3,1,1,6,19:46,30,4,4/2/2018,
93.62167916,27.09931302,1,3,1,1,4,8:50,30,1,9/2/2018,
93.63385607,27.09666234,1,3,3,1,1,14:09,30,1,13-02-2018,
93.62400374,27.09059081,1,3,2,1,7,13:45,30,1,12/2/2018,
93.62537846,27.09950609,1,3,1,1,5,8:50,30,1,10/2/2018,
93.62573206,27.09041099,1,2,1,1,3,11:38,30,1,1/2/2018,
93.61169309,27.10496199,1,3,2,1,3,8:53,30,1,8/2/2018,
93.61025459,27.09945295,1,3,2,1,3,9:27,30,1,8/2/2018,
93.61022031,27.09594653,1,3,2,1,3,22:55,30,4,1/2/2018,
93.62163227,27.08803183,1,3,2,1,5,15:55,30,1,3/2/2018,
93.63396676,27.10186874,1,2,1,1,3,20:00,30,4,15-02-2018,
93.6245681,27.09080537,1,3,2,1,4,9:05,30,1,16-02-2018,
93.63126609,27.09021192,1,3,2,1,2,12:40,30,1,7/2/2018,
93.61665804,27.09724575,1,3,1,1,3,12:20,30,1,15-02-2018,
93.62814056,27.10495364,1,3,1,1,2,13:34,30,1,14-02-2018,
93.63284363,27.10619587,1,3,1,1,3,13:35,30,1,15-02-2018,
93.61697597,27.09864568,1,3,2,1,5,10:00,30,1,17-02-2018,
93.6253445,27.10387094,1,3,1,1,3,20:45,30,4,15-02-2018,
93.63417314,27.09157379,1,3,2,1,3,16:00,30,1,15-02-2018,
93.62025169,27.10075684,1,3,1,1,4,14:25,30,1,16-02-2018,
93.62327378,27.09779667,1,3,2,1,4,23:41,30,4,16-02-2018,
93.61968722,27.08826468,1,3,2,1,2,13:40,30,1,21-02-2018,
93.63458628,27.09552808,1,3,3,2,4,11:06,30,1,23-02-2018,
93.61920854,27.09492643,1,3,2,1,3,9:20,30,1,15-02-2018,
93.62832267,27.10505391,1,3,2,1,3,18:24,30,4,15-02-2018,
93.62578363,27.09946417,1,3,1,1,7,15:00,30,1,19-02-2018,
93.62440629,27.09294696,1,3,1,1,3,13:15,30,1,1/2/2018,
93.63148059,27.0946171,1,3,2,1,1,19:17,30,4,13-02-2018,
93.6325927,27.089149,1,3,2,1,6,8:08,30,1,11/2/2018,
93.63234377,27.10518391,1,3,2,1,2,9:11,30,1,7/2/2018,
93.62136241,27.10318459,1,3,2,1,3,9:50,30,1,15-02-2018,
93.62628206,27.09699671,1,3,1,1,2,19:09,30,4,14-02-2018,
93.62488595,27.09375893,1,3,2,1,1,0:05,30,4,13-02-2018,
93.62202256,27.09459165,1,3,2,1,1,22:50,30,4,27-02-2018,
93.60807508,27.09096138,1,3,2,1,2,17:29,30,4,21-02-2018,
93.6172779,27.10430643,1,3,2,1,2,13:00,30,1,21-02-2018,
93.62826945,27.09918292,1,3,2,1,3,7:35,30,1,22-02-2018,
93.61054058,27.10276702,1,3,2,1,3,9:00,30,1,8/2/2018,
93.63137354,27.0953412,1,3,2,1,4,19:30,30,4,16-02-2018,
93.61497517,27.09381539,1,3,1,1,5,13:45,30,1,10/2/2018,
93.62363183,27.10060113,1,3,1,1,5,14:41,30,1,10/2/2018,
93.61917733,27.10279144,1,3,2,1,3,21:46,30,4,15-02-2018,
93.61485953,27.09801871,1,3,3,2,1,7:12,30,1,27-02-2018,
93.62928556,27.09880628,1,3,1,1,4,14:08,30,1,9/2/2018,
93.61477479,27.09411664,1,3,2,1,1,2:30,30,4,27-02-2018,
93.61956481,27.09664948,1,3,1,1,7,9:20,30,1,5/3/2018,
93.63177944,27.09500623,1,3,2,1,5,21:30,30,4,3/3/2018,
93.62619835,27.10056708,1,3,2,2,7,1:38,30,4,26-02-2018,
93.61549464,27.10286511,1,2,2,1,1,13:29,30,1,27-02-2018,
93.62809641,27.1055667,1,3,2,1,4,16:30,30,1,23-02-2018,
93.61622655,27.10631719,1,2,1,1,5,15:10,30,1,3/2/2018,
93.63284777,27.0939211,1,3,2,1,5,16:50,30,4,24-02-2018,
93.62311792,27.09098922,1,3,1,1,6,12:28,30,1,11/2/2018,
93.61922857,27.09326414,1,3,2,1,3,20:10,30,4,22-02-2018,
93.6085648,27.10455608,1,3,2,2,6,5:21,30,4,4/3/2018,
93.61093673,27.08910429,1,3,2,1,6,17:50,30,1,11/2/2018,
93.61684149,27.09265294,1,3,2,1,1,15:45,30,1,20-02-2018,
93.6167624,27.10639686,1,3,2,2,6,14:00,30,1,18-02-2018,
93.61654474,27.09443025,1,2,1,1,4,15:10,30,1,2/3/2018,
93.60911286,27.09667032,1,3,2,1,4,21:00,30,4,16-02-2018,
93.63366205,27.09686692,1,3,2,1,1,16:06,30,1,27-02-2018,
93.63167461,27.10048227,1,3,2,1,3,17:45,30,4,1/2/2018,
93.6112677,27.10198183,1,3,2,1,7,23:30,30,4,12/2/2018,
93.62491518,27.09897315,1,3,4,2,2,20:03,30,4,21-02-2018,
93.62890084,27.09906015,1,2,1,1,2,12:40,30,1,28-02-2018,
93.62385508,27.09231089,1,3,1,1,4,10:18,30,1,23-02-2018,
93.62947064,27.10140305,1,3,1,1,6,10:30,30,1,4/3/2018,
93.61974281,27.09752152,1,3,1,1,2,22:00,30,4,7/3/2018,
93.62562375,27.10296959,1,3,2,1,7,0:58,30,4,19-02-2018,
93.63253365,27.10107713,1,3,2,1,4,23:30,30,4,2/3/2018,
93.63212471,27.09448047,1,3,1,1,7,1:20,30,4,19-02-2018,
93.63193351,27.08953906,1,3,1,1,6,23:30,30,4,25-02-2018,
93.61716226,27.10618,1,3,2,1,7,21:30,30,4,5/2/2018,
93.61569169,27.10390932,1,3,2,1,5,10:34,30,1,3/3/2018,
93.62130294,27.09225111,1,3,1,1,3,11:00,20,1,15-03-2018,
93.61201842,27.10041893,1,3,2,3,4,8:15,30,1,9/3/2018,
93.62330809,27.10497218,1,3,2,1,4,19:45,30,4,2/3/2018,
93.62176289,27.09135168,1,3,1,1,4,21:07,30,4,2/3/2018,
93.61515046,27.1012936,1,3,2,1,2,15:45,30,1,7/3/2018,
93.60951039,27.09490686,1,3,1,1,6,18:05,20,4,11/3/2018,
93.61429466,27.09710264,1,2,1,1,3,17:45,30,1,1/3/2018,
93.6152652,27.10147474,1,3,2,2,7,16:15,30,1,5/3/2018,
93.62540289,27.09342579,1,2,2,1,2,11:30,30,1,28-02-2018,
93.63229606,27.10031246,1,3,2,1,3,18:30,30,5,1/3/2018,
93.63129894,27.1045246,1,3,2,1,3,13:34,30,1,8/3/2018,
93.61945882,27.10528721,1,3,2,1,4,13:27,30,1,16-03-2018,
93.62974945,27.10578545,1,2,3,1,5,11:25,30,1,10/3/2018,
93.6310852,27.09402428,1,3,1,1,7,18:15,30,1,12/3/2018,
93.61528286,27.09961763,1,3,1,1,2,8:30,30,1,14-03-2018,
93.62850465,27.09189897,1,3,2,1,3,13:57,30,1,15-03-2018,
93.63303936,27.09344979,1,3,2,1,5,8:35,30,1,10/3/2018,
93.61524392,27.09381467,1,3,2,1,3,8:45,30,1,15-03-2018,
93.62102623,27.105403,1,3,3,1,4,8:40,30,1,16-03-2018,
93.62636081,27.09323358,1,3,1,1,4,14:57,30,1,16-03-2018,
93.61238716,27.08787381,1,3,1,1,6,13:50,30,1,11/3/2018,
93.62143292,27.1007804,1,3,2,1,4,8:00,30,1,16-03-2018,
93.62704826,27.08846309,1,3,2,1,1,5:09,30,4,6/2/2018,
93.63440654,27.09562519,48,3,1,1,6,16:41,30,1,4/3/2018,
93.60851101,27.09269379,1,3,3,1,2,12:25,30,1,14-03-2018,
93.61462287,27.10156697,1,3,2,1,3,16:04,30,1,15-03-2018,
93.63190803,27.09502457,1,3,1,1,2,15:20,30,1,21-03-2018,
93.61039614,27.10464865,1,3,1,1,2,20:49,30,4,21-03-2018,
93.63331885,27.0885345,1,2,1,1,2,20:11,30,4,21-03-2018,
93.6135789,27.09375652,1,3,1,1,3,3:53,30,4,22-03-2018,
93.63445669,27.08811975,1,3,2,1,4,15:40,30,1,23-03-2018,
93.60865169,27.09024111,1,3,2,1,3,19:45,30,4,15-03-2018,
93.61288211,27.10593621,1,3,2,1,2,20:15,30,4,7/3/2018,
93.62969649,27.09398924,1,3,2,1,7,12:27,30,1,2/4/2018,
93.62222234,27.10197107,1,3,2,1,2,16:09,30,1,28-02-2018,
93.61610748,27.09989667,1,2,1,1,5,8:50,30,1,24-03-2018,
93.63018709,27.0971859,1,3,2,1,1,12:30,30,1,27-03-2018,
93.63232867,27.0939871,1,3,1,1,3,12:40,30,1,5/4/2018,
93.60808611,27.09503233,1,3,1,1,7,0:15,30,4,5/3/2018,
93.62566534,27.08966229,1,3,1,1,2,18:05,30,4,21-03-2018,
93.61527163,27.10536195,1,3,2,1,1,18:28,30,4,27-02-2018,
93.62970974,27.09563381,1,3,1,1,3,17:46,30,1,22-03-2018,
